Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Year,Detected by Radial Velocity Variations,Detected by Pulsar Timing Variations,Detected by Pulsation Timing Variations,Detected by Transits,Detected by Astrometric Variations,Detected by Orbital Brightness Modulations,Detected by Microlensing,Detected by Eclipse Timing Variations,Detected by Imaging,Detected by Disk Kinematics,Controversial Flag,Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-67.73033,92.44529,-7.58666,358.51455,0,0,0,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-67.73033,92.44529,-7.58666,358.51455,0,0,0,0,0
1,3,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-52.90138,251.87109,-60.77607,30.86014,0,0,0,0,0
1,3,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-52.90138,251.87109,-60.77607,30.86014,0,0,0,0,0
1,3,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-52.90138,251.87109,-60.77607,30.86014,0,0,0,0,0
1,2,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,7.75911,277.25461,-52.42012,181.43393,0,0,0,0,117
1,2,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,7.75911,277.25461,-52.42012,181.43393,0,0,0,0,0
1,2,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,68.91636,160.61794,36.83744,156.14563,1,1,3,0,0
1,2,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,68.91636,160.61794,36.83744,156.14563,1,1,3,0,0
1,1,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,65.72032,147.86957,42.4808,154.15439,0,0,0,0,0
1,1,0,0,2009,1,0,0,1,0,1,0,0,0,0,0,23.60704,26.16217,27.91224,257.38248,0,1,2,14,140
1,1,0,0,2020,1,0,0,1,0,0,0,0,0,0,0,-35.49343,341.21724,-36.09064,294.24988,0,0,0,0,0
1,1,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,-52.51355,39.07968,-6.27212,329.01038,0,0,0,0,0
1,2,0,0,2019,1,0,0,1,0,0,0,0,0,0,0,-45.82079,279.23027,-73.83641,352.87836,1,0,1,0,0
2,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,1,-18.44687,116.69017,37.92432,24.6898,1,0,5,0,0
2,2,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,-18.44687,116.69017,37.92432,24.6898,1,0,5,0,0
1,1,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-45.26015,215.8726,-40.82616,54.09054,1,0,2,0,0
1,3,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,-45.32001,262.77663,-71.16737,30.85159,1,0,0,0,0
1,3,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,-45.32001,262.77663,-71.16737,30.85159,1,0,0,0,0
1,3,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,-45.32001,262.77663,-71.16737,30.85159,1,0,0,0,0
1,1,0,0,2009,1,0,0,0,1,0,0,0,0,0,0,-22.86269,192.2274,-15.93526,72.43683,1,2,2,0,0
1,3,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-33.72746,216.96953,-40.03229,69.26466,1,0,1,0,0
1,3,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-33.72746,216.96953,-40.03229,69.26466,1,0,1,0,0
1,3,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-33.72746,216.96953,-40.03229,69.26466,1,0,1,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-49.20245,191.80875,-25.46426,46.11108,0,0,0,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-49.20245,191.80875,-25.46426,46.11108,0,0,0,0,0
1,1,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-6.85292,237.4367,-46.82811,114.21273,1,0,0,0,0
2,2,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-18.44091,228.61506,-45.27501,93.48343,1,0,3,0,0
2,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-18.44091,228.61506,-45.27501,93.48343,1,0,3,0,0
1,1,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,15.13189,182.93672,10.37791,101.6144,1,0,2,0,0
1,1,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-72.72011,309.84569,-43.60812,346.95009,1,0,1,0,0
1,2,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,10.37353,212.34455,-16.50482,112.74274,1,0,1,0,0
1,2,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,10.37353,212.34455,-16.50482,112.74274,1,0,1,0,0
2,1,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,-37.14415,304.86901,-65.24326,294.81595,1,1,0,0,0
1,1,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-62.85069,295.46265,-54.74086,345.04967,1,0,0,0,0
1,1,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,-69.52189,287.95198,-49.73977,353.78726,1,0,0,0,0
1,3,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-69.01004,185.99827,-27.52049,23.84538,1,0,0,0,0
1,3,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-69.01004,185.99827,-27.52049,23.84538,1,0,0,0,0
1,3,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-69.01004,185.99827,-27.52049,23.84538,1,0,0,0,0
1,2,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,11.19034,246.79531,-40.06754,140.75564,0,1,4,0,0
1,2,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,11.19034,246.79531,-40.06754,140.75564,0,1,4,0,0
2,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-56.09164,245.24126,-55.77958,30.88473,1,0,0,0,0
1,2,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,27.99859,226.70991,-15.2121,135.78544,1,1,0,0,0
1,2,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,27.99859,226.70991,-15.2121,135.78544,1,1,0,0,0
1,4,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,-41.61299,223.54147,-46.21807,59.47175,0,0,0,0,0
1,4,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,-41.61299,223.54147,-46.21807,59.47175,0,0,0,0,0
1,4,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-41.61299,223.54147,-46.21807,59.47175,0,0,0,0,0
1,4,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-41.61299,223.54147,-46.21807,59.47175,0,0,0,0,0
1,2,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-27.47443,206.43154,-29.55444,73.38321,0,0,0,0,0
1,2,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-27.47443,206.43154,-29.55444,73.38321,0,0,0,0,0
1,1,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,-33.03266,234.21914,-54.1132,73.77146,0,0,0,0,0
2,1,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,42.66615,164.94013,34.76266,123.60024,1,0,0,0,0
1,1,0,0,2012,1,0,0,1,0,0,0,0,0,0,0,21.75667,206.23529,-5.12786,118.72644,0,1,0,2,185
2,2,0,0,2020,1,0,0,1,0,0,0,0,0,0,0,17.28798,218.15071,-16.76322,122.04427,0,0,0,0,0
2,2,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,17.28798,218.15071,-16.76322,122.04427,0,0,0,0,0
1,2,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,36.96199,157.24389,39.53319,115.2147,0,0,0,0,0
1,2,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,36.96199,157.24389,39.53319,115.2147,0,0,0,0,0
1,3,0,0,2019,1,0,0,1,0,0,0,0,0,0,0,22.08045,253.88843,-33.77741,154.77055,1,0,1,0,0
1,3,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,22.08045,253.88843,-33.77741,154.77055,1,0,1,0,0
1,3,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,22.08045,253.88843,-33.77741,154.77055,1,0,1,0,0
1,1,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,25.8085,276.22112,-34.37983,179.84556,0,1,0,0,0
1,3,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,5.6589,272.24323,-54.30771,172.94487,1,0,0,0,0
1,3,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,5.6589,272.24323,-54.30771,172.94487,1,0,0,0,0
1,3,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,5.6589,272.24323,-54.30771,172.94487,1,0,0,0,0
1,1,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,82.4285,14.08223,30.53918,188.74325,0,0,0,0,0
1,2,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,49.59735,56.66419,54.20886,225.11392,0,0,0,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,49.59735,56.66419,54.20886,225.11392,0,0,0,0,0
1,1,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,46.88333,244.47566,-8.07837,158.62269,1,0,1,0,0
1,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,45.46907,82.20459,70.79594,211.50707,1,0,0,0,0
1,1,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,37.48188,78.48019,73.27745,237.99548,0,0,0,0,0
1,2,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,26.15047,32.27249,33.99848,256.94774,1,0,0,0,0
1,2,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,26.15047,32.27249,33.99848,256.94774,1,0,0,0,0
1,2,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,65.43126,185.11257,27.39627,152.10621,1,0,11,0,0
2,2,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,67.81292,198.37152,23.09657,156.34585,1,0,2,0,0
2,2,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,67.81292,198.37152,23.09657,156.34585,1,0,2,0,0
1,1,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,2.98047,290.36745,-54.5839,204.63149,1,0,0,0,0
1,1,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,1.64262,105.28992,60.58718,18.39054,0,0,0,0,0
1,3,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,27.65117,284.88498,-31.96531,188.90215,1,1,1,0,0
1,3,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,27.65117,284.88498,-31.96531,188.90215,1,1,1,0,0
1,3,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,27.65117,284.88498,-31.96531,188.90215,1,1,1,0,0
1,1,0,0,2004,1,0,0,1,0,0,0,0,0,0,0,74.57238,210.55638,22.62623,164.77523,60,5,4,6,36
1,1,0,0,2022,1,0,0,0,1,0,0,0,0,0,0,52.8104,128.07997,57.38241,143.92021,1,0,0,0,0
1,1,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,74.2865,291.48636,14.57791,184.20435,1,0,1,0,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,72.60142,300.0371,13.69483,187.11208,1,0,0,0,203
1,1,0,0,2013,0,0,0,0,0,0,0,0,1,0,0,71.31364,322.78669,16.21506,194.00648,1,2,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,70.9386,333.2377,18.35787,196.76753,1,0,1,0,0
1,1,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,55.81739,335.05211,9.0779,209.1004,1,0,1,0,0
1,3,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,40.02208,354.07234,10.25477,229.51658,3,3,5,0,0
1,3,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,40.02208,354.07234,10.25477,229.51658,3,3,5,0,0
1,3,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,40.02208,354.07234,10.25477,229.51658,3,3,5,0,0
1,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,42.78368,83.20997,73.27955,215.57176,1,0,3,0,0
1,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,35.33721,46.52106,48.05704,248.9376,1,1,2,0,0
3,5,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,1.41002,351.84167,-11.86271,261.43105,0,0,2,0,0
3,5,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,1.41002,351.84167,-11.86271,261.43105,0,0,2,0,0
3,5,0,0,2013,1,0,0,0,0,0,0,0,0,0,1,1.41002,351.84167,-11.86271,261.43105,0,0,2,0,0
3,5,0,0,2013,1,0,0,0,0,0,0,0,0,0,1,1.41002,351.84167,-11.86271,261.43105,0,0,2,0,0
3,5,0,0,2013,1,0,0,0,0,0,0,0,0,0,1,1.41002,351.84167,-11.86271,261.43105,0,0,2,0,0
1,1,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,-6.78174,343.00208,-23.61807,264.16888,2,1,0,0,0
2,4,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-9.54226,339.10272,-28.33425,264.74696,1,1,0,0,0
2,4,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,-9.54226,339.10272,-28.33425,264.74696,1,1,0,0,0
2,4,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,-9.54226,339.10272,-28.33425,264.74696,1,1,0,0,0
2,4,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,-9.54226,339.10272,-28.33425,264.74696,1,1,0,0,0
2,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-8.6634,342.07898,-25.33668,265.4761,1,0,0,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-6.63429,345.9806,-20.97147,265.60607,1,0,0,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-6.63429,345.9806,-20.97147,265.60607,1,0,0,0,0
1,1,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,32.5891,90.75762,84.44466,238.59491,1,0,0,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,31.96608,98.59611,87.12854,139.20392,1,0,3,0,0
1,2,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,31.96608,98.59611,87.12854,139.20392,1,0,3,0,0
2,1,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,21.73083,74.39563,68.6608,287.11923,1,0,0,0,0
1,1,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,-3.78099,19.82504,9.69842,280.0995,1,0,0,0,0
1,1,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,1.23509,38.93233,28.51712,286.46537,1,0,0,0,0
1,2,0,0,2023,1,0,0,1,0,0,0,0,0,0,0,1.00774,84.07015,58.90555,335.63331,1,0,2,0,0
1,2,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,1.00774,84.07015,58.90555,335.63331,1,0,2,0,0
1,1,0,0,2008,1,0,0,0,1,0,0,0,0,0,0,-46.34872,349.16814,-32.47811,308.61359,1,1,0,0,0
1,2,0,0,2006,1,0,0,0,0,0,0,0,0,0,0,-45.40318,55.89444,6.27556,332.72015,1,1,3,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-45.40318,55.89444,6.27556,332.72015,1,1,3,0,0
2,1,0,0,1999,1,0,0,0,0,0,0,0,0,0,0,-61.95722,275.90766,-57.8527,0.44407,1,3,0,0,0
1,4,0,0,1998,1,0,0,0,0,0,0,0,0,0,0,-59.63511,52.00313,-6.63092,339.17192,3,4,13,0,0
1,4,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,-59.63511,52.00313,-6.63092,339.17192,3,4,13,0,0
1,4,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,-59.63511,52.00313,-6.63092,339.17192,3,4,13,0,0
1,4,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-59.63511,52.00313,-6.63092,339.17192,3,4,13,0,0
1,2,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-65.95709,5.10081,-27.51181,332.68432,1,0,2,0,0
1,2,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-65.95709,5.10081,-27.51181,332.68432,1,0,2,0,0
2,1,0,0,2022,0,0,0,0,1,0,0,0,0,0,0,-39.14311,98.57856,21.01514,1.84254,1,0,0,0,0
1,1,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-46.49657,147.66932,0.74367,32.51135,0,0,0,0,0
1,1,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,82.80097,201.04684,27.75583,172.14518,1,0,1,0,0
1,1,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,-12.26466,138.29282,31.69378,50.11757,1,0,2,0,0
1,1,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,-11.48747,54.62427,32.36134,309.42887,1,0,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-40.46332,12.01411,-14.94345,308.423,1,0,0,0,0
1,3,0,0,2017,1,0,0,1,0,0,0,0,0,0,0,-57.18299,81.34803,2.08221,351.93155,1,0,0,0,0
1,3,0,0,2017,1,0,0,1,0,0,0,0,0,0,0,-57.18299,81.34803,2.08221,351.93155,1,0,0,0,0
1,3,0,0,2017,1,0,0,1,0,0,0,0,0,0,0,-57.18299,81.34803,2.08221,351.93155,1,0,0,0,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,-4.05517,136.89331,38.52664,55.93745,0,0,0,0,0
1,1,0,0,2004,0,0,0,0,0,0,0,0,1,0,0,14.51078,338.9253,-15.23388,242.93702,0,0,0,0,0
1,1,0,0,2010,0,0,0,0,0,0,0,0,1,0,0,20.12464,355.26184,0.79616,247.15487,0,0,0,0,0
1,1,0,0,2014,0,0,0,0,0,0,0,0,1,0,0,-45.51002,130.15305,8.6738,23.22905,0,0,0,0,0
1,1,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,-11.12207,207.81493,-24.01482,90.70463,0,0,0,0,0
1,1,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,27.88329,148.61097,44.60977,101.08324,0,0,0,0,0
1,1,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,51.19188,168.74261,33.51795,134.2682,1,0,0,0,0
2,1,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-0.49786,124.23545,49.71241,46.28156,1,0,0,0,0
1,1,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,24.29465,42.24615,41.90034,262.95963,1,0,2,0,0
2,1,0,0,2006,1,0,0,1,0,0,0,0,0,0,0,-19.03641,99.79172,41.04188,4.29186,16,7,0,5,95
1,2,0,0,2008,1,0,0,1,0,0,0,0,0,0,0,10.77239,81.83486,66.63008,321.54655,13,1,0,0,36
1,2,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,10.77239,81.83486,66.63008,321.54655,13,1,0,0,0
1,1,0,0,2009,1,0,0,1,0,0,0,0,0,0,0,68.87632,87.99255,50.63176,184.77543,7,1,0,0,91
1,2,0,0,2009,1,0,0,1,0,0,0,0,0,0,0,37.54198,172.49839,27.90694,119.44095,0,1,0,4,0
1,2,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,37.54198,172.49839,27.90694,119.44095,0,1,0,0,0
2,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,33.53751,62.58916,61.12638,253.78429,0,1,0,0,7
1,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,-6.8916,161.55863,17.57822,70.95784,0,1,0,0,0
3,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,-20.34266,120.34675,34.79241,27.64625,0,3,0,0,1
1,2,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,-16.17689,80.8515,41.6341,339.89241,0,0,0,0,0
1,2,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-16.17689,80.8515,41.6341,339.89241,0,0,0,0,0
1,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,35.56176,55.652,55.48655,249.54854,0,1,0,0,1038
1,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,-28.07947,119.8176,27.92999,23.41853,0,0,0,2,57
1,2,0,0,2007,1,0,0,1,0,0,0,0,0,0,0,45.2323,65.02085,61.01151,229.15796,2,5,2,0,0
1,2,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,45.2323,65.02085,61.01151,229.15796,2,5,2,0,0
1,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,18.39436,194.41535,2.39826,109.89653,0,1,0,0,0
1,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,67.4636,169.32461,33.83073,153.84594,0,1,0,0,0
2,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,53.56645,163.64677,36.80858,136.85269,0,1,0,0,0
1,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,-11.83428,58.93637,34.90735,313.49417,0,1,0,0,11
2,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,11.65314,202.73799,-7.98172,108.40488,0,1,0,0,0
1,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,-27.44257,159.31431,6.96747,52.78177,0,1,0,0,0
1,1,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,59.87255,346.51303,16.37718,209.49168,0,1,0,0,52
2,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,54.544,1.68335,21.32825,218.38167,0,1,0,0,0
1,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,-28.1432,123.06375,26.68801,26.3229,0,2,0,0,0
2,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,-9.10798,135.4706,35.89413,50.23673,0,1,0,0,0
2,1,0,0,2007,1,0,0,1,0,0,0,0,0,0,0,66.69255,100.16678,53.04755,177.53063,24,3,0,2,7
2,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,21.40542,217.41185,-13.58875,124.85602,0,2,0,0,0
1,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,21.06338,52.72026,49.85449,272.13214,0,0,0,0,0
2,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,-14.37306,135.69851,31.79456,46.24772,0,0,0,18,60
2,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,22.73004,185.30741,11.95415,109.52395,0,0,0,0,0
1,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,-8.75906,58.54106,36.97709,310.64357,0,0,0,0,0
3,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,20.30811,218.07385,-14.76922,124.40261,0,2,0,0,0
1,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,71.83707,133.41389,43.4955,165.02155,0,1,0,0,0
1,1,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,19.98353,81.20831,73.1149,302.13104,0,1,0,0,0
1,1,0,0,2012,1,0,0,1,0,0,0,0,0,0,0,-26.87267,144.22935,17.14087,43.8095,0,0,0,0,0
2,1,0,0,2012,1,0,0,1,0,0,0,0,0,0,0,17.44627,201.4173,-3.76432,112.59997,0,1,0,0,0
2,1,0,0,2007,1,0,0,1,0,0,0,0,0,0,0,57.3363,58.47975,52.00088,212.60518,10,1,0,3,0
1,1,0,0,2012,1,0,0,1,0,0,0,0,0,0,0,-9.86299,97.34365,50.31481,1.50006,0,1,0,0,0
2,1,0,0,2012,1,0,0,1,0,0,0,0,0,0,0,-10.62609,43.84092,25.27489,300.38765,0,2,0,0,59
1,1,0,0,2012,1,0,0,1,0,0,0,0,0,0,0,31.58211,223.004,-10.40149,135.97947,0,0,0,0,0
1,1,0,0,2012,1,0,0,1,0,0,0,0,0,0,0,27.75424,215.48946,-8.16256,128.65614,0,0,0,0,0
1,2,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,64.52011,89.60271,55.02944,185.10398,0,0,0,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,64.52011,89.60271,55.02944,185.10398,0,0,0,0,0
1,1,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,5.98199,26.02156,19.98772,274.64219,0,0,0,0,0
1,1,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,9.63976,24.53129,20.46757,270.46961,0,0,0,0,0
1,1,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,-5.76833,66.92249,44.56141,316.64158,0,2,0,0,0
1,1,0,0,2007,1,0,0,1,0,0,0,0,0,0,0,22.14911,63.93673,59.95263,277.06873,16,1,0,0,0
1,1,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,18.9095,208.67365,-8.63985,117.71984,0,0,0,0,0
1,1,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,-29.55538,130.85829,22.14724,32.13341,0,0,0,0,0
1,1,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,-26.98024,152.17845,12.07168,48.92965,0,0,0,0,0
1,1,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,-23.36944,130.55561,27.50229,35.56049,0,0,0,0,0
1,1,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,8.89777,188.78409,2.34958,98.93049,0,0,0,0,0
1,1,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,26.9685,49.58846,49.01397,262.11913,0,0,0,0,0
1,1,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,10.42964,187.53757,4.17585,99.65368,1,0,0,0,0
3,1,0,0,2015,1,0,0,1,0,0,0,0,0,0,0,11.96776,38.82228,33.94394,275.61904,0,0,0,0,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,6.3006,150.04883,34.44069,76.15918,0,0,0,0,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,19.63991,94.0548,79.61171,347.7638,0,0,0,0,0
1,1,0,0,2007,1,0,0,1,0,0,0,0,0,0,0,-18.43512,108.96346,40.25321,15.72681,6,1,0,2,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,-9.67032,132.48097,37.41762,47.01098,0,0,0,0,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,5.02601,157.78135,27.21538,79.58421,0,0,0,0,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,3.39851,158.83659,25.47046,78.64296,0,0,0,0,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,-6.39952,13.68182,3.10225,279.21284,0,0,0,0,0
1,1,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,-28.45082,193.55233,-19.39254,67.66106,0,0,0,0,0
1,1,0,0,2016,1,0,0,1,0,0,0,0,0,0,0,-22.3345,60.50165,27.47371,322.35267,0,0,0,0,0
1,1,0,0,2016,1,0,0,1,0,0,0,0,0,0,0,49.12363,160.16347,38.81337,131.12852,0,0,0,0,0
2,1,0,0,2017,1,0,0,1,0,0,0,0,0,0,0,36.91147,70.15807,67.06032,245.05166,0,0,0,0,0
1,1,0,0,2020,1,0,0,1,0,0,0,0,0,0,0,23.83401,197.14414,3.02172,115.87601,0,0,0,0,0
1,1,0,0,2019,1,0,0,1,0,0,0,0,0,0,0,26.20647,222.78554,-14.03038,131.91613,0,0,0,0,0
2,1,0,0,2008,1,0,0,1,0,1,0,0,0,0,0,13.97537,80.03294,68.12398,312.86431,13,3,0,4,2
1,1,0,0,2019,0,0,0,1,0,0,0,0,0,0,0,-19.66114,189.96459,-12.60904,74.40351,0,0,0,0,0
3,1,0,0,2008,1,0,0,1,0,0,0,0,0,0,0,-21.38256,97.14496,38.80075,0.9286,8,1,0,2,0
1,1,0,0,2008,1,0,0,1,0,0,0,0,0,0,0,21.4426,181.08665,14.85084,106.51575,7,1,0,0,0
1,1,0,0,2012,1,0,0,1,0,0,0,0,0,0,0,36.8124,282.95386,-23.09171,185.73428,0,3,0,0,0
